termID,notes,shouldBeTranslated,translationNeedsToBeUpdated,English,Traditional Chinese,Simplified Chinese,Brazilian Portuguese,Polish,Japanese,Korean,Russian,French,German,Spanish,Italian,Ukranian
file/file_fishes,,TRUE,FALSE,fishes,魚,鱼,peixes,ryby,魚,물고기,рыбы,,,,,
file/file_fishing with knives ii,,TRUE,FALSE,fishing with knives II,刀口捕魚 II,捅鱼达人 II,pescaria na faca II,wędkowanie z nożami II,fishing with knives II,칼로 낚시하기 II,рыбалка с ножами II,,,,,
file/file_fwk ii,"this is an abbreviation for fishing with knives, make an abbreviation of the translation if possible",TRUE,FALSE,fwk II,刀口捕魚 II,捅鱼2,pnf II,wzn II,fwk II,칼낚시 II,рсн II,,,,,
file/file_gamedata,,FALSE,FALSE,gamedata,,,,,,,,,,,,
file/file_gameinfo,,FALSE,FALSE,gameinfo,,,,,,,,,,,,
file/file_gorge,this is the name of a map,TRUE,FALSE,gorge,峽谷,峡谷,ravina,wąwóz,峡谷,협곡,ущелье,,,,,
file/file_graphic,,FALSE,FALSE,graphic,,,,,,,,,,,,
file/file_guest,,TRUE,FALSE,guest,訪客,游客,visitante,gość,ゲスト,게스트,гость,,,,,
file/file_home,,TRUE,FALSE,home,首頁,主页,início,główny,ホーム,홈,домой,,,,,
file/file_how to play,,TRUE,FALSE,how to play,如何遊玩,玩法,como jogar,jak grać,遊び方,플레이 방법,правила игры,,,,,
file/file_infuse notes,,TRUE,FALSE,infuse notes,注入筆記,注入笔记,infundir notas,notatki z nasycania,注釈を入れる,주입 메모,внедрение заметки,,,,,
file/file_john,,TRUE,FALSE,john,john,约翰,john,john,ジョン,존,джон,,,,,
file/file_keygen,,FALSE,FALSE,keygen,,,,,,,,,,,,
file/file_look at the time,,TRUE,FALSE,look at the time,,,,,,,,,,,,
file/file_manifest,,FALSE,FALSE,manifest,,,,,,,,,,,,
file/file_menu,,TRUE,FALSE,menu,選單,菜单,menu,menu,メニュー,메뉴,меню,,,,,
file/file_mine friend,,TRUE,FALSE,mine friend,地雷好朋友,小雷大扫,minamiga,minka,マインフレンド,지뢰 친구,друг-сапёр,,,,,
file/file_minefriend highscore,,TRUE,FALSE,minefriend highscore,地雷好朋友高分,小雷大扫高分榜,recorde de minamiga,najwyższe wyniki w mince:,マインフレンドのハイスコア,지뢰친구 최고 점수,друг-сапёр рекорд,,,,,
file/file_minefriend_data,,TRUE,FALSE,minefriend_data,地雷好朋友_資料,xiaoleidasao_data,dados_de_minamiga,minka_dane,マインフレンド_データ,지뢰친구_데이터,друг-сапёр_данные,,,,,
file/file_minhee,,FALSE,FALSE,minhee,,,,,,,,,,,,
file/file_my scans,,TRUE,FALSE,my scans,我的掃描,我的扫描文档,minhas varreduras,moje skany,スキャン,내 스캔,мои сканы,,,,,
file/file_notepad,,TRUE,FALSE,notepad,,,,,,,,,,,,
file/file_oxygen_shop,,TRUE,FALSE,oxygen_shop,氧氣_商店,yangqi_shangdian,loja_de_oxigênio,sklep_z_tlenem,酸素_ショップ,산소_상점,магазин_кислорода,,,,,
file/file_packages,,FALSE,FALSE,packages,,,,,,,,,,,,
file/file_pictures,,TRUE,FALSE,pictures,圖像,图片,fotos,obrazy,画像,사진,картинки,,,,,
file/file_projectpull enterprise,"only translate ""Enterprise""",TRUE,FALSE,ProjectPull Enterprise,ProjectPull 企業,ProjectPull 公司,Corporação ProjectPull,Przedsiębiorstwo ProjectPull,ProjectPullエンタープライズ,ProjectPull 기업,Компания ProjectPull,,,,,
file/file_readme,,FALSE,FALSE,readme,,,,,,,,,,,,
file/file_readme_infuse,"do not translate ""readme""",TRUE,FALSE,readme_infuse,readme_注入,readme_zhuru,infundir_readme,readme_nasycanie,readme_注入,readme_주입,readme_внедрение,,,,,
file/file_resources,,FALSE,FALSE,resources,,,,,,,,,,,,
file/file_sarah,,TRUE,FALSE,sarah,sarah,萨拉,sarah,sarah,サラ,사라,сара,,,,,
file/file_scan_023,,TRUE,FALSE,scan_023,掃描_023,saomiao_023,varredura_023,skan_023,スキャン_023,스캔_023,скан_023,,,,,
file/file_scan_024,,TRUE,FALSE,scan_024,掃描_024,saomiao_024,varredura_024,skan_024,スキャン_024,스캔_024,скан_024,,,,,
file/file_settings,,TRUE,FALSE,settings,設定,设置,configurações,ustawienia,設定,설정,настройки,,,,,
file/file_sheet_0,,TRUE,FALSE,sheet_0,表單_0,sheet_0,planilha_0,arkusz_0,シート_0,시트_0,страница_0,,,,,
file/file_sheet_1,,TRUE,FALSE,sheet_1,表單_1,sheet_1,planilha_1,arkusz_1,シート_1,시트_1,страница_1,,,,,
file/file_sheet_2,,TRUE,FALSE,sheet_2,表單_2,sheet_2,planilha_2,arkusz_2,シート_2,시트_2,страница_2,,,,,
file/file_sheet_clock,,TRUE,FALSE,sheet_clock,,,,,,,,,,,,
file/file_sheet_eye,,TRUE,FALSE,sheet_eye,,,,,,,,,,,,
file/file_sheet_ui,,TRUE,FALSE,sheet_ui,,,,,,,,,,,,
file/file_shops,,TRUE,FALSE,shops,商店,商店,lojas,sklepy,ショップ,상점,магазины,,,,,
file/file_song_test_08,,TRUE,FALSE,song_test_08,歌曲_測試_08,yinyue_ceshi_08,teste_de_música_08,piosenka_testowa_08,曲_テスト_08,노래_테스트_08,песня_тест_08,,,,,
file/file_song4jason,,TRUE,FALSE,song4jason,給 jason 的歌,给杰森的音乐,músicaprojason,kawalek_jasona,jasonの曲,제이슨님을위한노래,песня для джейсона,,,,,
file/file_soul transf notes,,TRUE,FALSE,soul transf notes,靈魂轉移筆記,灵魂转移笔记,notas de transferência de alma,notatki z transf duszy,ソウルトランスファー備忘録,영혼 이동 메모,перенос души заметки,,,,,
file/file_soul transf_dev,,TRUE,FALSE,soul transf_dev,靈魂轉移_dev,linghunzhuanyi_dev,transferência de alma_dev,transf duszy_dev,ソウルトランスファー_開発,영혼 이동_개발자,перенос души_dev,,,,,
file/file_soul transfer,,TRUE,FALSE,soul transfer,靈魂轉移,灵魂转移,transferência de alma,transfer duszy,ソウルトランスファー,영혼 이동,перенос души,,,,,
file/file_suspense,,TRUE,FALSE,suspense,懸疑,悬念,suspense,suspens,サスペンス,서스펜스,саспенс,,,,,
file/file_to do,,TRUE,FALSE,to do,待辦,待办事项,a fazer,do zrobienia,to do,할 일,сделать,,,,,
file/file_twenty summer days,,TRUE,FALSE,twenty summer days,二十天夏日,青春之夏 20 天,vinte dias de verão,dwadzieścia dni lata,夏の二十日間,스무 여름날,двадцать дней лета,,,,,
file/file_users,,TRUE,FALSE,users,使用者,用户,usuários,użytkownicy,ユーザー,사용자,пользователи,,,,,
file/file_v0.0.21,,FALSE,FALSE,v0.0.21,,,,,,,,,,,,
file/file_v0.1.00,,FALSE,FALSE,v0.1.00,,,,,,,,,,,,
file/file_v0.1.12,,FALSE,FALSE,v0.1.12,,,,,,,,,,,,
file/file_v0.2.21,,FALSE,FALSE,v0.2.21,,,,,,,,,,,,
file/file_v0.3.07,,FALSE,FALSE,v0.3.07,,,,,,,,,,,,
file/file_v0.4.02,,FALSE,FALSE,v0.4.02,,,,,,,,,,,,
file/file_v0.5.00,,FALSE,FALSE,v0.5.00,,,,,,,,,,,,
file/file_v0.6.08,,FALSE,FALSE,v0.6.08,,,,,,,,,,,,
file/file_weapon_01,,TRUE,FALSE,weapon_01,武器_01,wuqi_01,arma_01,bron_01,武器_01,무기_01,оружие_01,,,,,
file/file_weapon_02,,TRUE,FALSE,weapon_02,武器_02,wuqi_02,arma_02,bron_02,武器_02,무기_02,оружие_02,,,,,
file/file_weapon_03,,TRUE,FALSE,weapon_03,武器_03,wuqi_03,arma_03,bron_03,武器_03,무기_03,оружие_03,,,,,
file/file_weapon_04,,TRUE,FALSE,weapon_04,武器_04,wuqi_04,arma_04,bron_04,武器_04,무기_04,оружие_04,,,,,
file/file_weapon_05,,TRUE,FALSE,weapon_05,武器_05,wuqi_05,arma_05,bron_05,武器_05,무기_05,оружие_05,,,,,
file/file_weapon_shop,,TRUE,FALSE,weapon_shop,武器_商店,wuqi_shangdian,loja_de_armas,sklep_z_bronia,武器_ショップ,무기_상점,магазин_оружия,,,,,
file/file_weapons,,TRUE,FALSE,weapons,武器,武器,armas,bron,武器,무기,оружие,,,,,
file/file_x,,FALSE,FALSE,x,,,,,,,,,,,,
forum_attachment_title,,TRUE,FALSE,user attached a file,使用者附加檔案,包含用户附件,usuário anexou um arquivo,użytkownik załączył plik,ユーザーがファイルを添付しました,사용자가 파일을 첨부했습니다,пользователь прикрепил файл,,,,,
forumuser/forumuser_admin,,TRUE,FALSE,sgt destroyor2,中二毀滅者,毁灭中尉2,sgt destroyor2,sgt destroyor2,sgt destroyor2,병장 파괴자2,sgt destroyor2,,,,,
forumuser/forumuser_biz,,TRUE,FALSE,WINSTON H. RICHMOND,WINSTON H. RICHMOND,温斯顿·H·里奇蒙,WINSTON H. RICHMOND,WINSTON H. RICHMOND,WINSTON H. RICHMOND,윈스턴 H. 리치몬드,УИНСТОН Х. РИЧМОНД,,,,,
forumuser/forumuser_exrow,,TRUE,FALSE,x[_EXROW_]x,,,,,,,,,,,,
forumuser/forumuser_fwk,,TRUE,FALSE,jas0n1 SUPERDEV,超級開發王傑森1,jas0n1游戏大作家,jas0n1 SUPERDEV,jas0n1 SUPERDEV,jas0n1 SUPERDEV,제0ㅣ슨1 슈퍼 개발자,jas0n1 SUPERDEV,,,,,
forumuser/forumuser_john,,TRUE,FALSE,john m,甜麵醬,约翰·M,john m,john m,john m,존 m,john m,,,,,
forumuser/forumuser_kitty,,TRUE,FALSE,art_by_alice!!!,艾莉詩！！,爱丽丝小画家！！！,art_by_alice!!!,art_by_alice!!!,art_by_alice!!!,아트_담당_앨리스!!!,art_by_alice!!!,,,,,
forumuser/forumuser_music,,TRUE,FALSE,jazz_greatz17,爵士帥哥17,爵士天成17,jazz_greatz17,super_jazz17,jazz_greatz17,재즈_그레이트17,jazz_greatz17,,,,,
forumuser/forumuser_noob,,TRUE,FALSE,dev_gabe,開發者加貝,开发者加布,dev_gabe,dev_gabe,dev_gabe,데브_게이브,dev_gabe,,,,,
forumuser/forumuser_quinn,,TRUE,FALSE,quinn_winn,煞氣A王董,奎恩玟,quinn_winn,quinn_winn,quinn_winn,퀸_윈,quinn_winn,,,,,
forumuser/forumuser_rand_0,,TRUE,FALSE,james da coder,碼奴詹姆士,詹姆斯玩代码,jp dos código,januszprogramowania,james da coder,코더 제임스,james da coder,,,,,
forumuser/forumuser_rand_1,,TRUE,FALSE,the dev and gamer,開發者兼玩家,边玩边开发,jogo e desenvolvo,dev i gracz,the dev and gamer,개발자이자 게이머,the dev and gamer,,,,,
forumuser/forumuser_rand_10,,TRUE,FALSE,scorched_titan66,燒焦巨人666,灼热泰坦66,titã_das_chamas66,scorched_titan66,scorched_titan66,불타버린_타이탄66,scorched_titan66,,,,,
forumuser/forumuser_rand_11,,TRUE,FALSE,GameDevGuru90,遊戲開發者宗師90,游戏开发大师90,GuruDoDesenvolvimento90,GuruGamedevu90,GameDevGuru90,게임개발도사90,GameDevGuru90,,,,,
forumuser/forumuser_rand_12,,TRUE,FALSE,arcadist,街機少年,街机哥,arcadista,arcadist,arcadist,아케이드러,arcadist,,,,,
forumuser/forumuser_rand_13,,TRUE,FALSE,bytebardblake,天橋底下說書的,字节诗人阿布,ojovemastuto,bytebardblake,bytebardblake,바이트음유시인블레이크,bytebardblake,,,,,
forumuser/forumuser_rand_14,,TRUE,FALSE,floppydisk felix,軟碟最高,小菲_软盘弟,félix disquetero,felek dyskietkowicz,floppydisk felix,플로피디스크 펠릭스,floppydisk felix,,,,,
forumuser/forumuser_rand_15,,TRUE,FALSE,neocipher47,名稱不能和密碼一樣,解密者47,códigodevanguarda47,neocipher47,neocipher47,신암호47,neocipher47,,,,,
forumuser/forumuser_rand_16,,TRUE,FALSE,pyrofusionx,燒毀,焚焰燃灰x,chamuscadinhobr,pyrofusionx,pyrofusionx,폭발융합x,pyrofusionx,,,,,
forumuser/forumuser_rand_17,,TRUE,FALSE,lunapulse,月之脈衝,心跳露娜,pulsolunar,lunapulse,lunapulse,달맥박,lunapulse,,,,,
forumuser/forumuser_rand_18,,TRUE,FALSE,chrono veteran,超時空猛男,超时空战将,rei do crono,chronoweteran,chrono veteran,크로노 베테랑,chrono veteran,,,,,
forumuser/forumuser_rand_19,,TRUE,FALSE,dont come knocking,進門請先敲門,请勿打扰,pode vir quente,dont come knocking,dont come knocking,노크하지 마세요,dont come knocking,,,,,
forumuser/forumuser_rand_2,,TRUE,FALSE,gamedev1990,遊戲開發者1990,做游戏的1990,devdejogos1990,gamedev1990,gamedev1990,게임개발자1990,gamedev1990,,,,,
forumuser/forumuser_rand_20,,TRUE,FALSE,goghhome,洗洗睡,高宅,amaraloco,goghhome,goghhome,한 고흐,goghhome,,,,,
forumuser/forumuser_rand_21,,TRUE,FALSE,justagooddev,超讚開發者,开发一兵,manjomuitodejogos,devdobry,justagooddev,그냥좋은개발자,justagooddev,,,,,
forumuser/forumuser_rand_22,,TRUE,FALSE,firstvisitor,搶頭香,第一游客,primeiravisita,pierwszy,firstvisitor,첫방문자,firstvisitor,,,,,
forumuser/forumuser_rand_23,,TRUE,FALSE,steve da codest,程式王小明,这行代码不太冷,manoel codigueiro,steve przekodziarz,steve da codest,코더더더 스티브,steve da codest,,,,,
forumuser/forumuser_rand_24,,TRUE,FALSE,uno dos,幾嫩撒洗,壹多思,uno dos,uno dos,uno dos,원 투,uno dos,,,,,
forumuser/forumuser_rand_25,,TRUE,FALSE,tres,引擎催落,老三,tres,tres,tres,쓰리,tres,,,,,
forumuser/forumuser_rand_26,,TRUE,FALSE,will0wisp,鬼火,媿焱,utopia,0gnik,will0wisp,도깨B불,will0wisp,,,,,
forumuser/forumuser_rand_27,,TRUE,FALSE,dave882,戴夫882,戴夫882,marquinhos882,dawid882,dave882,데이브882,dave882,,,,,
forumuser/forumuser_rand_28,,TRUE,FALSE,back2back,背靠背,背靠背,vemnaminha,back2back,back2back,등을마주하고,back2back,,,,,
forumuser/forumuser_rand_29,,TRUE,FALSE,ish8myself,今晚打老虎,突然的自我,khndoeandando,ish8myself,ish8myself,난내가시럽,ish8myself,,,,,
forumuser/forumuser_rand_3,,TRUE,FALSE,ctrl alt LEET,保密防諜,任务鹳狸器,alt TABERSON,ctrl alt l337,ctrl alt LEET,ctrl alt LEET,ctrl alt LEET,,,,,
forumuser/forumuser_rand_30,,TRUE,FALSE,debbie downer,愛睡覺的小咪,小戴有点呆,bea beata,amanda99,debbie downer,분위기 살인마,debbie downer,,,,,
forumuser/forumuser_rand_31,,TRUE,FALSE,quixite,唐吉訶德,吉诃德,quixite,quixite,quixite,도른키호테,quixite,,,,,
forumuser/forumuser_rand_32,,TRUE,FALSE,zyro q,取名字好麻煩123,ZyroQ,zyro q,zyro q,zyro q,자이로 q,zyro q,,,,,
forumuser/forumuser_rand_4,,TRUE,FALSE,jonathan brookss3,躺著玩趴著玩,乔纳森布鲁克斯3,cleyson maranhão3,jonathan brookss3,jonathan brookss3,조나단 브룩스3,jonathan brookss3,,,,,
forumuser/forumuser_rand_5,,TRUE,FALSE,you & thecode,寫程式超爽,代码与你,vc e o código,ty i kod,you & thecode,당신과 코드,you & thecode,,,,,
forumuser/forumuser_rand_6,,TRUE,FALSE,games-man23,遊戲超人23,游戏人33,mano-dos-jogos23,games-man23,games-man23,게임맨23,games-man23,,,,,
forumuser/forumuser_rand_7,,TRUE,FALSE,"sally, the one",救世主莎莉,我就是萨丽,a rainha cris,sally jedyna,"sally, the one",바로 그 샐리,"sally, the one",,,,,
forumuser/forumuser_rand_8,,TRUE,FALSE,evergreen,銅牌王,青葱岁月,imortal,wiecznie młody,evergreen,상록수,evergreen,,,,,
forumuser/forumuser_rand_9,,TRUE,FALSE,under scorer,雷包,低分记录者,semmacete,pan_dywiz,under scorer,밑 줄자,under scorer,,,,,
friend request received,,TRUE,FALSE,friend request received,收到好友請求,收到好友请求,solicitação de Amizade Recebida,otrzymano prośbę o znajomość,フレンドリクエストが届きました,친구 요청을 받았습니다,Получен запрос в друзья,,,,,
friend requests,,TRUE,FALSE,friend requests,好友請求,好友请求,solicitações de Amizade,prośby o znajomość,フレンドリクエスト,친구 요청,Запросы в друзья,,,,,
friends,,TRUE,FALSE,friends,好友,好友,amigos,znajomi,フレンド,친구,друзья,,,,,
fullscreen,,TRUE,FALSE,fullscreen,全螢幕,全屏,tela cheia,pełny ekran,フルスクリーン,전체 화면,полный экран,,,,,
game design board,,TRUE,FALSE,game design board,遊戲設計板,游戏设计板,tópico de design de jogos,projektowanie gier,ゲームデザイン掲示板,게임 디자인 게시판,форум гейм дизайнеров,,,,,
game_dungeon_continue,,TRUE,FALSE,"- PRESS SPACEBAR TO CONTINUE - ",,,,,,,,,,,,
game_dungeon_died,,TRUE,FALSE,YOU DIED...,,,,,,,,,,,,
game_dungeon_intro_1,,TRUE,FALSE,THEY TRAPPED YOU IN THIS DUNGEON,,,,,,,,,,,,
game_dungeon_intro_2,,TRUE,FALSE,ALL YOU HAVE IS YOUR TRUSTY BLADE,,,,,,,,,,,,
game_dungeon_intro_3,,TRUE,FALSE,YOU MUST ESCAPE...,,,,,,,,,,,,
game_paint_analyising,,TRUE,FALSE,analysing,,,,,,,,,,,,
game_paint_clickanywhere,,TRUE,FALSE,click anywhere to continue,,,,,,,,,,,,
game_paint_credits,,TRUE,FALSE,"<i>for sarah</i>
(c) john mullard - 1966",,,,,,,,,,,,
game_paint_date,,TRUE,FALSE,1935 - present,,,,,,,,,,,,
game_paint_namepiece,,TRUE,FALSE,name your piece:,,,,,,,,,,,,
game_paint_nameplaceholder,,TRUE,FALSE,enter a title,,,,,,,,,,,,
